Id,SalePrice,SalePrice,SalePrice,SalePrice,SalePrice,SalePrice,SalePrice,SalePrice
1496,218974.3259,240614.2623,227450.7795,256385.8051,218091.0518,241315.5052,241532.6893,246571.7817
1497,191715.7277,182803.4906,179759.6078,176934.8598,170009.3964,181390.4714,182551.0993,178252.0538
1498,151954.3818,176401.6807,163622.7319,166149.3032,146186.6508,179458.0923,178426.674,169119.8922
1499,151871.8164,167056.5576,155164.1762,160057.6769,146186.6508,167455.8035,167322.002,161479.1131
1500,163074.9722,164684.2899,152877.2097,159931.0094,148134.3776,164434.1337,164932.0734,160643.0847
1501,169449.2187,174731.9105,180902.7364,181340.3389,164849.8154,173200.4594,174777.6542,176404.5816
1502,123455.4138,154572.3205,156311.8107,152140.5875,120290.5658,149597.5767,152213.0813,148297.5692
1503,258926.078,263342.2508,265598.8267,254445.2464,237047.2987,266838.2466,265817.1154,256908.5303
1504,229805.6627,251424.979,244532.975,247021.7405,214291.1628,251338.6751,250857.2696,244924.6871
1505,223484.711,237383.2442,220503.949,225815.0635,223538.7591,239047.7463,238216.9008,231101.6997
1506,188134.0461,184544.7972,181387.3093,192283.2011,198781.6724,181417.9582,182853.8636,188675.9416
1507,270251.875,236243.9776,253703.8692,260890.571,232608.0958,236422.6813,236148.2238,250241.5435
1508,189165.1599,195254.4933,196634.1679,202678.5773,178223.8445,196792.1533,196429.9366,198065.2375
1509,157876.6002,150727.9594,156695.9897,155817.4611,150703.228,148981.9403,149551.1685,152306.5025
1510,152807.8155,148143.7125,151415.9362,146045.7927,159423.1255,149152.5241,148735.3402,148434.8659
1511,160849.1912,150753.7289,151928.5609,147262.0203,154808.1979,153577.9842,152513.6176,150213.6747
1512,181379.7595,171952.2331,179669.1144,169408.9088,192489.7791,166332.1675,168400.3764,170833.838
1513,148070.7734,142961.0437,134184.1902,145352.3654,149038.176,149001.8191,146183.4921,146804.1031
1514,164232.8704,145367.0034,148367.2514,151330.5188,172476.2546,145194.0341,144762.6162,150741.4335
1515,198673.3602,186310.9593,186672.0854,194230.3102,211473.0856,187100.7235,186454.6007,192991.4189
1516,153145.0797,159276.9755,147021.9779,158569.4315,149038.176,161661.4534,160419.2525,158497.1795
1517,148851.6786,167795.4011,163191.6863,158251.3894,136208.3064,162373.8444,164724.1381,157479.0363
1518,131718.239,138103.4596,133917.8974,126570.926,157223.1636,138135.0265,137364.9564,133697.2208
1519,218744.923,197716.3927,202815.4569,211333.7656,217476.0536,193591.1193,195909.7726,204794.5403
1520,137076.8067,130021.7125,135169.1745,129414.0483,137239.1845,131494.9977,130508.7624,130845.1451
1521,142454.0879,123752.5104,138988.5554,134801.1488,132509.7328,124242.7316,124085.3501,130497.0663
1522,160450.116,168210.4697,162109.6029,172560.3881,160258.6239,166866.3006,167278.2222,169357.798
1523,109489.5663,111198.459,101535.4174,114094.0971,123901.5731,113586.0714,112572.4814,114636.2666
1524,121186.9413,117157.0408,124875.5711,123808.7927,125734.5763,117093.1262,116848.3553,121241.5161
1525,121202.6974,118066.0954,118672.1797,124673.0675,120174.9202,117550.8089,117793.7296,121682.4706
1526,124374.7299,110521.3732,120352.3832,111451.1882,127777.3011,113760.1942,111218.1726,113645.2325
1527,113421.0417,115172.0722,97124.63633,104631.0111,110941.282,114663.4476,114785.2707,109432.1514
1528,127533.3611,139254.0608,124758.203,134296.4018,128587.4486,137907.6515,138476.8525,134987.6599
1529,148034.419,150466.2272,169567.2928,155456.3587,150365.0631,155771.0243,153318.0029,154815.2535
1530,177635.8637,192631.3603,169964.4366,191774.1219,179691.2916,193201.4329,192753.569,190550.4505
1531,116266.541,115404.6672,95771.72247,120706.983,145189.1882,120818.5563,118254.7033,122361.3419
1532,107051.5615,100830.4231,103232.3772,92689.14903,120360.4783,100012.9632,100606.7907,97700.60021
1533,158943.2273,149279.9506,155684.1456,145160.8316,180098.6755,152887.2873,150002.4631,151402.4905
1534,121200.0079,119288.6729,127973.8936,118832.6928,128161.2766,114272.0285,117758.8561,118286.4144
1535,159307.8709,141816.0757,156144.0474,149431.268,181236.8917,141743.0589,141825.6396,149413.2667
1536,128823.4249,109502.9951,121117.6135,115654.3615,131310.7699,109521.2555,109187.4896,114743.1428
1537,77434.78723,63120.74489,73811.33697,61232.58981,84497.24369,59837.51586,61419.29935,62377.87653
1538,141097.9037,146366.7731,151886.8382,153832.6435,142482.3103,144588.393,145462.9921,149043.7046
1539,188199.1392,197899.703,179196.3091,187205.477,205507.5423,197017.1777,197227.5242,192002.4182
1540,112378.6361,90970.65827,84880.93133,94844.23563,153158.5777,91735.13429,91248.44464,97765.67104
1541,142305.3857,125968.7655,139010.2953,129281.4927,147906.9091,127527.964,126852.9485,130168.43
1542,147334.6014,133144.6089,147491.8735,141013.8865,159826.934,137754.9038,136032.3379,141350.753
1543,209690.7678,176954.8746,204130.3139,198088.3694,220951.2899,178009.7773,178390.3861,192844.2593
1544,87819.4494,96521.88331,86044.54048,86015.42761,88984.92983,94908.47254,95586.87999,89495.46881
1545,114057.8913,120787.0805,101159.4398,121665.0432,126548.6408,120772.3522,120626.4071,121371.5774
1546,126258.304,140027.6604,118573.7586,135915.768,133077.4507,143477.5869,141967.9492,138147.1966
1547,126589.9032,129171.2152,125120.6617,128025.1259,136335.2133,134271.1938,131787.7907,131094.6653
1548,127023.5617,129612.2608,128936.6519,131730.1604,135291.8952,131828.1677,131049.1981,132052.1268
1549,109080.7456,124949.5306,109064.968,115610.4536,109434.1962,128301.8715,127154.2828,120258.299
1550,143437.6177,136879.6268,144540.1164,137249.4236,148510.0741,137984.1815,137472.5886,138305.1898
1551,119952.2689,102428.8072,119083.1476,103757.0596,135687.6481,99702.36999,100903.811,104755.7373
1552,136690.9089,136771.9285,128494.9872,141400.5653,155886.1659,145569.7503,141148.1858,144297.1019
1553,139029.4617,137788.3053,143851.9873,133847.2201,137160.0448,140257.545,139344.9999,136242.1433
1554,114251.0325,127905.2092,118293.0857,126673.471,124406.4462,127292.1582,127342.802,126448.1066
1555,172774.9745,167642.6921,170431.8995,174029.0277,171254.9649,166161.2068,166703.5946,170921.8662
1556,96519.38629,100247.4168,93012.73296,109439.8311,98542.02849,99991.99705,99715.64176,103706.2041
1557,134674.0256,96677.37567,115806.7878,120052.0227,163953.5813,92474.2362,93970.77266,111361.854
1558,88546.12959,98536.60761,82647.90706,102791.9653,89829.18596,97438.91037,98292.12539,98876.05043
1559,113575.4785,68033.72801,80303.81642,107208.1992,151851.0206,55432.57647,60837.50716,85634.80248
1560,155601.3645,160622.0113,139340.6553,153499.4127,156937.4922,159095.746,158568.8084,156041.833
1561,165366.0898,119809.199,140460.5736,134795.8809,206770.2743,124659.2884,121023.52,136000.7946
1562,124912.3848,136303.2165,130603.5309,128564.0921,127501.3196,136870.0157,136119.9041,131256.4098
1563,122289.6953,118247.129,124259.7289,120400.3887,124150.9721,118893.6605,118459.5747,119828.1707
1564,165893.5681,152865.8241,160550.2822,138064.2907,169667.5414,152516.1505,152215.8198,146519.8677
1565,150554.5648,140511.9989,153042.1929,151649.6159,148835.198,139899.5789,139561.0932,146656.5446
1566,223451.9076,229497.4131,247363.312,240423.2931,202797.2999,227852.1292,229206.8899,230381.7562
1567,79107.94012,80412.94275,78272.82663,76168.49235,84841.2605,80398.59212,80272.65239,78228.15221
1568,225973.9851,254456.5129,236726.6658,234615.8465,210847.3234,253069.452,253979.8715,240455.0709
1569,145558.7011,119992.2727,135493.8949,130309.6395,164140.0319,122226.0718,121097.0152,129229.5413
1570,126762.5241,141077.499,136992.25,132213.0942,127501.3196,134655.3331,137481.7548,132260.211
1571,125477.2139,106856.7832,108984.596,114077.2124,130737.8774,105062.9638,105444.3232,111843.7971
1572,144609.79,136922.9696,152659.4014,154614.0839,138296.573,135896.1883,136769.1278,145330.0468
1573,224701.1889,185764.6704,228268.4932,221659.4003,230939.5531,185010.9791,185424.1344,207427.1313
1574,114998.0087,127390.3803,109488.7037,123799.7698,144116.9766,128243.0746,127565.2088,127223.1137
1575,206797.7273,217600.262,217700.4763,227870.3806,206042.9461,228508.7468,225665.4044,225603.2097
1576,235573.6748,264341.646,265143.0343,245980.8755,215423.1166,245622.3588,264262.3232,242520.8992
1577,189803.7909,177762.4932,179933.8672,174878.2803,156403.0092,179844.9798,178602.5947,174784.5198
1578,143515.9951,159527.8236,147605.7107,148480.4487,145945.0986,154898.7062,157700.3298,150640.6784
1579,141715.1238,142461.9029,143475.0779,141716.0575,136629.2862,147320.697,144809.3172,143131.0237
1580,185475.1695,184939.5058,185321.5172,187046.3171,176480.5362,184270.1907,184270.4028,184777.1749
1581,134344.6155,160568.7925,152230.9578,159414.9149,140894.3742,161963.2331,161181.7526,158606.8155
1582,126587.1346,133510.7135,126439.1738,124635.7235,133863.3507,134837.2484,134232.7386,129077.647
1583,330469.5441,286023.925,335580.3164,297952.209,341089.4226,286530.2129,287576.8505,297199.1343
1584,225180.5235,220446.9292,219871.4675,216969.4849,232368.9176,221055.8291,220814.5269,220180.0763
1585,138606.3262,144999.5348,142012.4983,142137.0298,134458.048,143983.3848,144797.2628,141967.7913
1586,76230.50276,69194.0616,68494.52449,67587.46934,81136.98444,69665.91883,69688.04576,69401.64315
1587,107404.9722,104831.8947,95040.46881,101335.7419,101931.0409,105600.7492,105343.1143,103483.1317
1588,146704.3715,149742.4849,155821.097,153960.3484,141810.4645,149703.8909,150311.9736,151004.727
1589,99024.74392,90003.20536,93038.46064,92617.55116,106674.6466,90433.97965,90015.91084,92342.46989
1590,131907.3831,130380.7668,126000.296,131791.0259,134204.1692,128451.2036,129687.4817,130653.0458
1591,97074.60245,91283.0314,100099.6769,107630.7999,108221.5226,92601.84481,92066.8425,101334.6938
1592,134965.7049,114582.134,115224.4606,108394.2985,135252.9101,113188.075,114440.3577,112445.106
1593,121044.1858,121193.4786,111423.8427,111867.7937,130692.0195,119383.4747,120465.5936,116213.4517
1594,131767.2074,126385.3052,132966.1223,147180.7349,156032.0539,130120.4667,127960.5204,140944.2863
1595,123610.0923,113783.1086,119171.6488,105898.1212,149820.5028,116329.7427,115317.2083,113383.3896
1596,237242.8307,213796.6344,239645.532,243958.9738,259312.4666,212914.8378,213450.7718,231178.8112
1597,162033.6868,194895.1386,191752.0767,185997.7024,166719.3495,192652.8913,194752.2141,186253.2966
1598,168149.4448,213650.6187,194661.2434,206366.7057,158989.7437,217563.3328,215344.6924,206012.5215
1599,148781.4246,166469.3419,151389.9462,162298.7935,139530.4146,166212.8086,165892.5254,161616.6423
1600,157394.4683,159176.5185,156651.4638,152590.0405,154442.6354,158091.0306,157820.0703,154749.9638
1601,73817.14721,69369.30242,59449.17391,75248.73336,86990.98332,72338.64989,70546.78716,75168.152
1602,102776.6495,104993.8617,107605.0274,110922.2861,119217.6549,111263.8323,108280.0189,111904.1971
1603,101450.2186,80171.52634,98463.32122,100094.2319,117132.8742,68576.92504,73024.19057,87742.77012
1604,273471.7985,263965.9456,263952.2168,288488.7588,241144.5513,263248.6399,265043.2731,273546.5323
1605,237638.3415,228826.0896,241177.7677,230042.9961,225748.9321,223750.5918,225047.6653,227295.2758
1606,168582.2601,173481.2659,176312.3332,171200.3248,162734.2762,171652.7428,172053.6484,170428.2052
1607,167301.277,175631.8672,155990.4473,157641.4706,192690.8109,163114.5768,174363.8179,163248.0241
1608,207163.3805,222478.1209,208065.1275,209835.1308,206476.8258,223566.3077,222523.4508,214825.1222
1609,179174.8679,178161.9513,176446.0588,181931.5834,156403.0092,177781.4295,177846.5715,177570.0224
1610,162317.558,154264.5731,152123.5635,157000.3793,148134.3776,155597.0819,154306.9502,155685.9363
1611,152596.9122,140811.2481,138457.1214,137334.921,149079.9344,141596.1193,140840.4293,139761.5872
1612,193912.7899,167993.1992,180819.7722,173559.4707,194697.5447,167112.6112,167297.1742,173132.5051
1613,175189.6657,167176.8223,165083.848,162605.1438,172638.4908,165643.2065,166206.6623,164690.7934
1614,121676.6224,115666.9106,127313.7498,108230.6222,136089.9154,115701.8045,115989.902,113495.9376
1615,95651.739,83194.57709,87584.36176,91340.57391,105256.9295,82784.30857,83146.84315,89075.24342
1616,84215.69149,74184.94148,72409.86376,87453.90644,94349.03087,74578.88597,74417.33163,82633.84801
1617,101835.9508,88564.89629,95329.13404,89025.34024,110197.3416,87301.84261,88019.79341,90240.74836
1618,123341.5959,126487.0607,124333.4598,123605.9881,119417.0947,127812.5918,127271.1182,124984.7488
1619,132581.2166,150778.3636,145807.6051,144229.9341,122034.3842,150787.1886,150152.1562,144349.9421
1620,173459.1195,175628.52,143275.0374,160549.1283,189149.0483,168672.0145,171720.3474,166434.955
1621,137091.7351,128965.2416,127199.7914,138169.9033,136257.5588,126812.2001,127268.1713,133500.6964
1622,141231.7547,143596.0216,144662.298,138485.5767,137747.5021,145408.768,145088.6119,140949.9661
1623,293248.4157,261388.8357,300308.058,243170.9517,277519.6815,257858.6686,258925.6169,251624.8229
1624,223048.7636,210560.1637,213403.4591,221329.6792,211476.4163,208287.8622,208662.2891,215129.5115
1625,119930.8319,111165.4846,120753.3919,114943.3882,119207.5468,110022.0233,110533.1272,113456.2244
1626,160641.0846,175713.2467,159374.8728,168024.6662,162503.532,174063.0939,175514.1056,170080.6541
1627,185671.985,182582.4372,186635.95,195398.2221,171542.7588,181701.2891,182222.1099,187730.7561
1628,263930.2808,266567.8904,285919.3675,270185.8218,249486.0164,266951.651,267250.0479,266633.499
1629,168108.5852,178381.8135,171929.7155,176083.1261,148526.2172,183727.9971,181194.9264,176460.3047
1630,340637.7391,347767.6823,339180.0303,333438.2634,303655.579,348864.9272,349405.1852,336518.6412
1631,196931.1365,235912.9718,208471.9018,234088.5052,187330.964,242891.5421,241276.8879,231922.3492
1632,241754.4136,236233.7339,240991.3058,242445.902,245987.4152,235267.9613,235987.9233,239982.1471
1633,165045.9259,176427.9308,171270.3683,169942.9192,145711.8462,179444.4951,178496.5907,170954.7331
1634,189531.804,186332.3645,188459.4073,184619.0386,181288.9269,185195.0641,185519.7408,184084.3259
1635,180209.9062,179008.8194,177443.8622,178061.3103,165548.0059,177403.086,177871.9488,176592.378
1636,162872.5895,165201.0531,163841.6502,159730.211,154691.7629,165220.8902,165062.3659,161123.1627
1637,188208.3123,202363.7138,202958.6382,219412.3006,171719.0916,209329.7755,205767.2632,211008.4662
1638,207358.511,189124.9424,193880.8816,191829.7329,203819.3499,185135.0417,186644.5448,190204.5872
1639,177925.3975,182571.8369,180090.2612,187541.3625,173984.3661,179762.3054,180788.0536,182833.2761
1640,269846.2749,237548.9009,276644.347,244575.4918,268210.88,235367.4828,236033.6163,243579.9879
1641,173962.6181,174078.8173,162992.2884,178351.3339,165307.3174,173340.6858,173507.8717,175380.5342
1642,222035.9854,254262.2078,239016.9482,258861.7333,206856.3825,256492.9971,255676.2242,252072.0882
1643,228253.9514,230153.6543,233386.6264,235234.3076,219255.7055,231267.3585,230184.8881,231715.9736
1644,222949.9238,237050.3148,244313.8607,229948.953,213378.0873,240128.53,237997.2461,231645.7524
1645,186175.3276,209875.4394,206996.5768,210005.332,182456.3963,210395.2991,210164.4344,207499.643
1646,158237.032,164692.5838,160169.7894,163463.4178,159341.8579,163260.1724,164463.8776,162902.085
1647,158751.0781,151937.188,150853.0971,153664.7776,149355.838,150147.555,151267.1769,151507.1644
1648,145109.1909,129396.4078,139306.1093,128458.6125,150087.2951,130004.812,129678.4463,130765.4002
1649,139360.5266,143592.8191,142743.14,141602.9821,142758.9177,142161.8236,143012.7159,142055.7034
1650,127663.502,118651.8313,122675.2191,115419.6747,131271.864,118674.0446,118269.1305,117881.7044
1651,120694.822,119635.225,114905.901,121117.453,121518.613,117898.6958,118636.7547,120185.3274
1652,93651.43202,100752.7391,99940.47675,102744.9549,105274.5111,100129.0521,100292.5146,102392.2703
1653,96729.39172,105228.7087,106207.668,104592.3843,105583.1724,104668.2458,104573.6036,105165.648
1654,155909.8971,140877.3201,147901.7603,138368.7663,164659.1727,143543.6135,141043.0509,142713.1767
1655,147788.2202,140256.9744,145224.6123,143412.9271,159944.2469,144693.4362,140885.0678,145610.3117
1656,150950.8335,138298.8131,150081.8027,142069.2097,163206.1481,141213.7627,138892.4883,143562.3925
1657,156613.3608,147304.9546,148025.7953,146206.3311,163206.1481,150694.1519,147729.4105,149479.5918
1658,153881.6919,147983.3774,153396.8297,145365.1672,165011.5831,151173.3611,148636.5544,149435.4552
1659,116663.103,124739.946,116272.0178,123328.9815,115064.2115,127136.5761,124986.6168,123881.1446
1660,150603.7015,163223.4657,150751.5628,149751.5191,135532.5232,162784.1382,163151.3707,153372.0893
1661,465889.6682,419745.9523,469386.2238,420506.0097,363997.0873,422543.7215,419243.5016,415254.0085
1662,403386.6629,382862.9161,392592.5154,367328.7711,339900.3762,388096.7974,385982.6757,373056.8226
1663,383993.184,368559.9143,374749.1064,382056.0674,341096.6617,375128.9812,371077.5224,375575.7467
1664,452771.0924,506715.3625,239746.5697,479086.699,375397.3513,511887.534,507726.2799,480936.4144
1665,295900.6769,306171.1498,303550.8337,292025.9742,295262.239,310741.7487,306821.2513,299211.9849
1666,331989.9342,323477.9023,316767.7303,331176.7633,312573.9332,327432.9411,326813.0006,328234.7282
1667,393721.7758,382852.4456,341498.7705,279452.6423,340287.591,392646.1957,387286.687,325608.5981
1668,313494.5397,340092.1641,323548.1658,339564.4921,299384.1869,349450.6195,344287.706,338971.9383
1669,286168.5434,326883.6548,292220.5797,306645.1362,241531.7687,331846.9486,329614.9642,309251.6071
1670,322466.9224,331415.3874,337580.387,335434.6961,309772.1491,336213.4145,333552.0644,333907.5104
1671,269943.9841,276105.7975,270016.4018,278298.701,261771.1178,280263.8159,279235.8579,277782.2246
1672,484279.5456,410234.2441,487610.358,398774.2634,373654.36,406918.4166,410637.7296,400190.498
1673,289740.2752,309847.0161,294450.9902,284853.0038,296479.4404,312854.006,310415.5808,296618.4911
1674,249735.1962,265992.4809,232427.5244,239272.2802,240175.9409,266692.7625,266585.0145,250086.9185
1675,203583.4776,214275.893,199580.8555,200191.5646,202201.141,212868.2439,214179.0419,205244.0305
1676,212168.1173,214864.8055,196239.0752,203614.9481,202532.4034,214083.5849,215160.3353,207418.578
1677,212661.0402,222858.3571,219729.9752,212398.3266,204602.6021,218706.0546,220712.2112,213964.0097
1678,441325.105,442069.7372,515352.7848,440053.2142,373654.36,445783.8602,444123.5651,436185.9173
1679,419654.271,378511.8843,430256.7709,398667.8887,361463.5636,381019.2103,381052.905,387584.8301
1680,306344.6443,302856.7646,341657.087,343426.1483,298400.3049,301088.8411,301564.121,321986.9842
1681,234734.0839,247695.1753,243823.4313,236292.7686,215617.1611,245647.4503,246568.6154,237373.2907
1682,302102.0065,320841.3371,295619.79,314859.4224,288793.5683,326940.6491,324777.9632,316025.6487
1683,185899.6784,209077.2624,183623.66,190796.3256,205993.2949,207169.0793,208242.5539,198311.7037
1684,174756.074,191525.5872,178574.4785,180018.1521,165902.3187,190635.7028,191096.7394,182686.6758
1685,173944.9099,184537.3785,171431.3299,169589.5017,165902.3187,183298.2785,183887.1863,174485.432
1686,168754.2318,177152.906,167547.5075,176759.6166,156403.0092,177937.2826,176639.0084,174990.6439
1687,163732.5829,177640.2065,172124.6163,169188.7983,145711.8462,181711.9466,179989.4316,171400.5262
1688,181340.2897,191731.4938,187124.2801,190043.1746,170391.7407,188672.1707,189746.4115,187782.9182
1689,179983.9701,200439.7926,190990.1164,194004.8194,166691.5149,196895.8086,198709.0386,192340.229
1690,181043.2132,201519.5413,186437.0633,192321.3943,166691.5149,198485.3139,199884.378,191992.6871
1691,174345.5278,192788.6261,176486.2804,180950.239,148526.2172,189714.9834,191098.788,181294.4519
1692,238059.1934,249828.1985,247271.0908,251070.0844,216739.7336,250208.1262,250150.8456,246991.0315
1693,164488.3085,175933.9984,174132.3091,173991.2953,145711.8462,179912.0427,178382.7411,173205.8634
1694,180794.6048,185556.5392,181955.7601,181234.072,165649.4621,185156.5848,185377.8528,181223.6062
1695,164823.301,169917.5278,172121.8257,166229.5511,147145.2911,173845.3649,172195.4082,167317.3963
1696,287294.7856,269367.7666,297880.6907,277361.015,282173.4413,267483.5871,268242.545,274483.9081
1697,160299.0345,177406.6538,170375.8337,170513.6498,144988.6796,179382.0058,178900.8878,171259.2471
1698,360648.9972,333222.8282,356470.2691,354083.6593,345657.1861,334699.5296,333324.1656,345345.5403
1699,346960.6341,332890.4293,331483.8033,314677.2628,333678.0473,342785.369,335888.4402,327669.1569
1700,238342.6753,267988.7864,248801.0631,270573.1484,232368.9176,272283.3894,269966.0771,267501.1486
1701,262380.7951,271930.2248,275459.1367,275980.4089,265726.6559,271706.9072,271288.8523,273169.0193
1702,255651.0308,239603.0607,242975.9473,249963.2935,265306.1445,238264.769,238817.3209,246804.8706
1703,251447.8824,254475.4362,258570.3415,245137.2385,246137.7414,253594.702,254204.5672,248506.7297
1704,289798.3626,278578.7341,289048.3931,291150.5773,281868.3326,278485.6685,278858.7742,284624.3291
1705,221058.7819,244346.0281,214802.7313,227787.608,214248.7608,245339.7277,245488.4377,232743.3858
1706,447716.8773,389392.9963,456666.0979,424243.9871,371153.9306,400832.4983,392814.0403,410520.9511
1707,221536.5482,208191.6696,209063.8154,212098.9606,207700.4447,209406.5072,208813.3741,210379.3458
1708,211025.121,207232.5272,202772.5223,193273.0916,206392.2147,210736.6198,209151.8842,200984.7403
1709,254032.3798,265361.6035,263207.6611,259473.5371,239747.6944,264472.3171,264379.962,259811.4887
1710,224734.818,222391.0204,225410.1517,214256.874,214819.1016,224589.3199,223103.0229,217980.5555
1711,236363.3599,284618.4709,247956.6134,260489.4577,214977.5285,291341.6705,287665.1792,266920.8551
1712,243364.0607,257682.0732,242397.7999,253358.4947,289821.1434,261071.3831,259980.2261,259475.8988
1713,258271.1367,267514.5865,294008.7655,269888.4677,242037.7084,270711.4538,268724.1035,267201.0504
1714,220000.2333,215377.9977,231695.428,211273.6074,231425.9609,212348.9878,212827.9584,213770.9571
1715,199600.2797,212415.9099,216281.0899,217461.9823,166691.5149,213213.7763,212405.6787,210460.184
1716,183185.1215,176018.0542,187607.2679,171652.2128,156403.0092,177422.5458,177624.485,172203.0197
1717,167756.5574,176885.636,166336.0983,165139.9855,166317.4736,178000.5332,178214.7595,170173.3154
1718,130898.6041,133412.7451,142113.8389,131235.9438,140617.6273,135602.8536,135245.947,133443.8285
1719,208643.6983,198252.0263,192169.655,203896.8525,204562.8251,197911.8294,198785.7313,201411.7324
1720,250067.5406,227775.6591,235113.9356,228002.1961,239243.796,230048.9638,229518.2204,230034.8013
1721,153541.2564,163751.8835,158226.1752,155120.6298,153456.6214,164985.1629,164923.128,158631.7048
1722,127134.2975,127358.8325,130322.468,127310.1431,138365.5432,130201.9092,129485.5446,129245.0432
1723,156510.715,159920.0769,159650.0631,157556.2569,163718.9406,162410.0297,161748.2164,160001.0193
1724,206883.5718,197711.7748,206286.3421,195759.5403,212479.0484,199140.1061,199307.171,198643.1138
1725,226114.5243,235959.9933,238905.0538,225117.1495,230939.5531,238793.0878,238587.8638,231056.3731
1726,198550.7986,190275.634,185596.3692,186519.6734,187617.2668,193044.2055,191836.9383,188798.0416
1727,186073.0186,152786.24,162501.3675,157083.9838,201532.113,152437.7746,152621.5257,158997.3064
1728,179015.5432,191178.9637,190007.9887,183745.8111,166691.5149,192438.6407,191690.7965,185289.7852
1729,162488.8397,171949.5787,174850.6917,166128.8033,158394.6915,172031.5368,172751.2778,168069.6134
1730,139417.6267,146141.3178,137794.0099,134508.4619,136611.8157,136291.9825,142225.621,135159.5135
1731,130006.0239,126523.8074,124194.3323,130112.4714,135382.5373,127603.4463,126311.3532,129521.0454
1732,123933.0675,134741.9105,132880.6823,129719.1996,131495.3071,137093.0593,135852.5572,132459.4648
1733,114252.3674,108125.6764,119284.7852,114346.2895,117843.6344,104237.0244,106078.9008,110693.8955
1734,125019.2782,116246.4895,121309.6222,125790.38,128959.4129,117131.8182,116941.9154,122499.6521
1735,132277.5007,139457.6248,136860.8832,138567.9821,129053.4178,136516.634,138150.9855,136534.6634
1736,117943.9262,121684.0644,116064.7358,120543.7878,126050.2165,122543.6216,121649.9796,121551.6286
